FinResActDowCuts;180.444
SetFinResActDowCuts;179.921
OrdFinResActDowCuts;170.321
SetOrdFinResActDowCuts;74.4825
PreResActDowCuts;-nan(ind)
SetPreResActDowCuts;-nan(ind)
OrdPreResActDowCuts;-nan(ind)
SetOrdPreResActDowCuts;-nan(ind)
FinPreResActDowCuts;-nan(ind)
SetFinPreResActDowCuts;-nan(ind)
OrdFinPreResActDowCuts;-nan(ind)
SetOrdFinPreResActDowCuts;-nan(ind)
BroDowCuts;-nan(ind)
SetBroDowCuts;-nan(ind)
OrdBroDowCuts;-nan(ind)
SetOrdBroDowCuts;-nan(ind)
FinBroDowCuts;-nan(ind)
SetFinBroDowCuts;-nan(ind)
OrdFinBroDowCuts;-nan(ind)
SetOrdFinBroDowCuts;-nan(ind)
PreBroDowCuts;-nan(ind)
SetPreBroDowCuts;-nan(ind)
OrdPreBroDowCuts;-nan(ind)
SetOrdPreBroDowCuts;-nan(ind)
FinPreBroDowCuts;-nan(ind)
SetFinPreBroDowCuts;-nan(ind)
OrdFinPreBroDowCuts;-nan(ind)
SetOrdFinPreBroDowCuts;-nan(ind)
ResBroDowCuts;106.649
SetResBroDowCuts;87.4115
OrdResBroDowCuts;155.947
SetOrdResBroDowCuts;86.6655
FinResBroDowCuts;105.525
SetFinResBroDowCuts;83.4365
OrdFinResBroDowCuts;154.54
SetOrdFinResBroDowCuts;86.2045
PreResBroDowCuts;-nan(ind)
SetPreResBroDowCuts;-nan(ind)
OrdPreResBroDowCuts;-nan(ind)
SetOrdPreResBroDowCuts;-nan(ind)
FinPreResBroDowCuts;-nan(ind)
SetFinPreResBroDowCuts;-nan(ind)
OrdFinPreResBroDowCuts;-nan(ind)
SetOrdFinPreResBroDowCuts;-nan(ind)
ActBroDowCuts;-nan(ind)
SetActBroDowCuts;-nan(ind)
OrdActBroDowCuts;-nan(ind)
SetOrdActBroDowCuts;-nan(ind)
FinActBroDowCuts;-nan(ind)
SetFinActBroDowCuts;-nan(ind)
OrdFinActBroDowCuts;-nan(ind)
SetOrdFinActBroDowCuts;-nan(ind)
PreActBroDowCuts;-nan(ind)
SetPreActBroDowCuts;-nan(ind)
OrdPreActBroDowCuts;-nan(ind)
SetOrdPreActBroDowCuts;-nan(ind)
FinPreActBroDowCuts;-nan(ind)
SetFinPreActBroDowCuts;-nan(ind)
OrdFinPreActBroDowCuts;-nan(ind)
SetOrdFinPreActBroDowCuts;-nan(ind)
ResActBroDowCuts;165.26
SetResActBroDowCuts;82.097
OrdResActBroDowCuts;94.8905
SetOrdResActBroDowCuts;120.496
FinResActBroDowCuts;162.897
SetFinResActBroDowCuts;80.276
OrdFinResActBroDowCuts;93.7485
SetOrdFinResActBroDowCuts;120.234
PreResActBroDowCuts;-nan(ind)
SetPreResActBroDowCuts;-nan(ind)
OrdPreResActBroDowCuts;-nan(ind)
SetOrdPreResActBroDowCuts;-nan(ind)
FinPreResActBroDowCuts;-nan(ind)
SetFinPreResActBroDowCuts;-nan(ind)
OrdFinPreResActBroDowCuts;-nan(ind)
SetOrdFinPreResActBroDowCuts;-nan(ind)
